mybi_id,bis_id,stn_nm,lon,lat
2509540,30996,송정써미트.삼호아파트,127.16224479999998,35.83820735
2509550,30798,인후부영3차아파트,127.1705077,35.82672858
2509570,30753,아중체련공원.인후부영5차아파트,127.1679461,35.82439205
2509590,31000,인후시립도서관,127.164506,35.838427
2509600,31005,인후시립도서관,127.16456869999999,35.83872307
2509620,30780,인후아남아파트입구,127.1666313,35.82558952
2509630,30784,아중로.인후아남아파트,127.16548200000001,35.825984000000005
2509640,31051,인후위브어울림아파트,127.15251470000001,35.84295257
2509650,31047,인후위브어울림아파트,127.15201,35.8426526
2509660,30897,인후초교.노송신협,127.16289599999999,35.832869
2509670,30894,인후초교.노송신협,127.16260700000001,35.833078
2509680,30960,인후휴먼시아아파트,127.1517857,35.83623617
2509690,30965,인후휴먼시아아파트,127.15116100000002,35.83641443
2509700,31088,장동리,127.059385,35.846506
2509710,31086,장동리,127.059824,35.846533
2509720,31097,장동초교,127.062051,35.848524
2509730,31101,장동초교,127.0620048,35.84882038
